"Client","Analyte","Station_ID","Station_Description","SampleType","Result","MRL","Unit","Status","Sampled","DATUM","DECIMAL_LAT","DECIMAL_LONG","StatusIdentifier","Comment","HUC","Database","SD","Detect"
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.5,0,"deg C",NA,2010-09-22 11:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13,0,"deg C",NA,2010-09-23 06:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.2,0,"deg C",NA,2010-09-21 20:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.3,0,"deg C",NA,2010-09-21 14:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.7,0,"deg C",NA,2010-09-22 13:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-22 03:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.7,0,"deg C",NA,2010-09-20 19:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.1,0,"deg C",NA,2010-09-21 22:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.9,0,"deg C",NA,2010-09-22 00:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.4,0,"deg C",NA,2010-09-21 17:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.4,0,"deg C",NA,2010-09-23 00:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.4,0,"deg C",NA,2010-09-23 01:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.9,0,"deg C",NA,2010-09-21 12:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-21 07:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.4,0,"deg C",NA,2010-09-21 19:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14,0,"deg C",NA,2010-09-21 02:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-22 12:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.7,0,"deg C",NA,2010-09-22 13:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.4,0,"deg C",NA,2010-09-21 18:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.7,0,"deg C",NA,2010-09-22 02:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.1,0,"deg C",NA,2010-09-23 13:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",12.6,0,"deg C",NA,2010-09-23 10:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14,0,"deg C",NA,2010-09-21 03:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.5,0,"deg C",NA,2010-09-22 07:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",12.7,0,"deg C",NA,2010-09-23 11:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",12.8,0,"deg C",NA,2010-09-23 12:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14,0,"deg C",NA,2010-09-21 13:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.4,0,"deg C",NA,2010-09-20 22:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14,0,"deg C",NA,2010-09-21 23:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.1,0,"deg C",NA,2010-09-21 01:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-22 04:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.7,0,"deg C",NA,2010-09-20 20:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.2,0,"deg C",NA,2010-09-20 23:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.8,0,"deg C",NA,2010-09-20 19:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.2,0,"deg C",NA,2010-09-20 23:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",12.9,0,"deg C",NA,2010-09-23 08:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14,0,"deg C",NA,2010-09-22 18:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.7,0,"deg C",NA,2010-09-22 02:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.4,0,"deg C",NA,2010-09-22 08:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.2,0,"deg C",NA,2010-09-20 23:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.5,0,"deg C",NA,2010-09-21 17:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.6,0,"deg C",NA,2010-09-20 20:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.8,0,"deg C",NA,2010-09-22 01:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.8,0,"deg C",NA,2010-09-22 01:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.1,0,"deg C",NA,2010-09-21 22:01:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",12.6,0,"deg C",NA,2010-09-23 10:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.7,0,"deg C",NA,2010-09-22 03:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-22 12:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-22 11:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.9,0,"deg C",NA,2010-09-21 12:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",12.8,0,"deg C",NA,2010-09-23 08:31:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.7,0,"deg C",NA,2010-09-23 15:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14.3,0,"deg C",NA,2010-09-20 22:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-22 04:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.8,0,"deg C",NA,2010-09-21 05:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",14,0,"deg C",NA,2010-09-21 13:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.4,0,"deg C",NA,2010-09-22 08:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.2,0,"deg C",NA,2010-09-23 03:46:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13.3,0,"deg C",NA,2010-09-23 01:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-39075","Winchuck River Mainstem upstream of NFB","Field Msr/Obs",13,0,"deg C",NA,2010-09-23 13:16:00,"NAD83",42.01542,-124.11139,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-39075",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14.4,0,"deg C",NA,2010-09-21 21:16:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.9,0,"deg C",NA,2010-09-23 07:01:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-22 14:01:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.7,0,"deg C",NA,2010-09-22 02:16:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-21 22:31:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.7,0,"deg C",NA,2010-09-22 14:16:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14.9,0,"deg C",NA,2010-09-21 20:01:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.5,0,"deg C",NA,2010-09-22 13:01:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.9,0,"deg C",NA,2010-09-23 09:16:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.4,0,"deg C",NA,2010-09-23 11:31:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.4,0,"deg C",NA,2010-09-22 01:46:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.5,0,"deg C",NA,2010-09-23 00:01:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14.9,0,"deg C",NA,2010-09-21 01:46:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14.8,0,"deg C",NA,2010-09-21 04:31:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",16.9,0,"deg C",NA,2010-09-20 17:46:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.3,0,"deg C",NA,2010-09-21 13:16:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14.3,0,"deg C",NA,2010-09-22 06:46:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14.8,0,"deg C",NA,2010-09-21 05:16:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14,0,"deg C",NA,2010-09-23 07:16:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",15.7,0,"deg C",NA,2010-09-22 18:16:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",16.9,0,"deg C",NA,2010-09-20 18:01:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",13.6,0,"deg C",NA,2010-09-21 00:16:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14.1,0,"deg C",NA,2010-09-22 03:46:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14,0,"deg C",NA,2010-09-22 23:01:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",14.3,0,"deg C",NA,2010-09-23 10:01:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
"State of Oregon Dept. of Environmental Quality","Temperature","OREGONDEQ-99924","Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101","Field Msr/Obs",15.5,0,"deg C",NA,2010-09-22 21:31:00,"NAD83",42.0057,-124.21167,"Validated","Field,","17100312","Water Quality Portal","Water Quality Portal OREGONDEQ-99924",1
